"","City Name","Type","Package","Variety","Sub Variety","Grade","Date","Low Price","High Price","Mostly Low","Mostly High","Origin","Origin District","Item Size","Color","Environment","Unit of Sale","Quality","Condition","Appearance","Storage","Crop","Repack","Trans Mode","...25","...26"
"19","BALTIMORE",NA,"36 inch bins","HOWDEN TYPE",NA,NA,"10/29/16",130,130,130,130,"MARYLAND",NA,"sml","ORANGE",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"20","BALTIMORE",NA,"36 inch bins","HOWDEN TYPE",NA,NA,"11/5/16",120,130,120,130,"MARYLAND",NA,"xlge","ORANGE",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"21","BALTIMORE",NA,"36 inch bins","HOWDEN TYPE",NA,NA,"11/5/16",100,130,100,130,"MARYLAND",NA,"lge","ORANGE",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"22","BALTIMORE",NA,"36 inch bins","HOWDEN TYPE",NA,NA,"11/5/16",90,100,90,100,"MARYLAND",NA,"med","ORANGE",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"23","BALTIMORE",NA,"36 inch bins","HOWDEN TYPE",NA,NA,"11/12/16",100,120,100,100,"MARYLAND",NA,"lge","ORANGE",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"24","BALTIMORE",NA,"36 inch bins","HOWDEN TYPE",NA,NA,"9/16/17",160,160,160,160,"MARYLAND",NA,"med-lge","ORANGE",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"25","BALTIMORE",NA,"36 inch bins","HOWDEN TYPE",NA,NA,"9/23/17",160,160,160,160,"MARYLAND",NA,"med-lge","ORANGE",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"26","BALTIMORE",NA,"36 inch bins","HOWDEN TYPE",NA,NA,"9/30/17",150,160,150,160,"MARYLAND",NA,"lge","ORANGE",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"27","BALTIMORE",NA,"36 inch bins","HOWDEN TYPE",NA,NA,"9/30/17",150,160,150,160,"MARYLAND",NA,"med-lge","ORANGE",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"28","BALTIMORE",NA,"24 inch bins","HOWDEN WHITE TYPE",NA,NA,"9/23/17",160,180,160,180,"MARYLAND",NA,"med",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"29","BALTIMORE",NA,"24 inch bins","HOWDEN WHITE TYPE",NA,NA,"9/30/17",180,180,180,180,"MARYLAND",NA,"med",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"30","BALTIMORE",NA,"24 inch bins","CINDERELLA",NA,NA,"6/3/17",380,380,380,380,NA,NA,"xlge",NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA,NA
"31","BALTIMORE",NA,"24 inch bins","CINDERELLA",NA,NA,"6/10/17",380,380,380,380,NA,NA,"xlge",NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA,NA
"32","BALTIMORE",NA,"24 inch bins","CINDERELLA",NA,NA,"6/17/17",380,380,380,380,NA,NA,"xlge",NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA,NA
"33","BALTIMORE",NA,"24 inch bins","CINDERELLA",NA,NA,"8/19/17",200,200,200,200,"MEXICO",NA,"xlge",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"34","BALTIMORE",NA,"24 inch bins","CINDERELLA",NA,NA,"8/26/17",200,350,200,350,"MEXICO",NA,"xlge",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"35","BALTIMORE",NA,"24 inch bins","CINDERELLA",NA,NA,"9/2/17",350,350,350,350,"MEXICO",NA,"xlge",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"36","BALTIMORE",NA,"24 inch bins","CINDERELLA",NA,NA,"9/9/17",180,180,180,180,"MARYLAND",NA,"xlge",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"37","BALTIMORE",NA,"24 inch bins","CINDERELLA",NA,NA,"9/9/17",200,200,200,200,"VIRGINIA",NA,"xlge",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"38","BALTIMORE",NA,"24 inch bins","CINDERELLA",NA,NA,"9/16/17",180,200,180,200,"MARYLAND",NA,"xlge",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"39","BALTIMORE",NA,"24 inch bins","CINDERELLA",NA,NA,"9/16/17",180,200,180,200,"VIRGINIA",NA,"xlge",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"40","BALTIMORE",NA,"24 inch bins","CINDERELLA",NA,NA,"9/23/17",340,340,340,340,"MARYLAND",NA,"jbo",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"41","BALTIMORE",NA,"24 inch bins","CINDERELLA",NA,NA,"9/23/17",240,250,240,250,"MARYLAND",NA,"xlge",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"42","BALTIMORE",NA,"24 inch bins","CINDERELLA",NA,NA,"9/23/17",200,200,200,200,"VIRGINIA",NA,"xlge",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"43","BALTIMORE",NA,"24 inch bins","CINDERELLA",NA,NA,"9/30/17",340,340,340,340,"MARYLAND",NA,"jbo",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"44","BALTIMORE",NA,"24 inch bins","CINDERELLA",NA,NA,"9/30/17",240,250,240,250,"MARYLAND",NA,"xlge",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"45","BALTIMORE",NA,"24 inch bins","CINDERELLA",NA,NA,"9/30/17",180,200,180,200,"VIRGINIA",NA,"xlge",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"46","BALTIMORE",NA,"50 lb sacks","CINDERELLA",NA,NA,"8/12/17",29,29,29,29,"COSTA RICA",NA,"lge",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"47","BALTIMORE",NA,"50 lb sacks","CINDERELLA",NA,NA,"8/12/17",29,29,29,29,"MEXICO",NA,"lge",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"48","BALTIMORE",NA,"50 lb sacks","CINDERELLA",NA,NA,"8/19/17",28,29,28,29,"COSTA RICA",NA,"lge",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"49","BALTIMORE",NA,"50 lb sacks","CINDERELLA",NA,NA,"8/26/17",28,29,28,29,"COSTA RICA",NA,"lge",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"50","BALTIMORE",NA,"50 lb sacks","CINDERELLA",NA,NA,"8/26/17",29,29,29,29,"FLORIDA",NA,"med",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"51","BALTIMORE",NA,"50 lb sacks","CINDERELLA",NA,NA,"9/2/17",29,29,29,29,"FLORIDA",NA,"med",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"52","BALTIMORE",NA,"50 lb sacks","CINDERELLA",NA,NA,"9/9/17",15,15,15,15,"VIRGINIA",NA,"lge",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"53","BALTIMORE",NA,"50 lb sacks","CINDERELLA",NA,NA,"9/16/17",24,24,24,24,"MEXICO",NA,"lge",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"54","BALTIMORE",NA,"50 lb sacks","CINDERELLA",NA,NA,"9/16/17",15,15,15,15,"VIRGINIA",NA,"lge",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"55","BALTIMORE",NA,"24 inch bins","FAIRYTALE",NA,NA,"9/24/16",250,260,250,260,"MARYLAND",NA,"xlge",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"56","BALTIMORE",NA,"24 inch bins","FAIRYTALE",NA,NA,"9/24/16",250,260,250,260,"VIRGINIA",NA,"xlge",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"57","BALTIMORE",NA,"24 inch bins","FAIRYTALE",NA,NA,"10/1/16",250,260,250,260,"MARYLAND",NA,"xlge",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"58","BALTIMORE",NA,"24 inch bins","FAIRYTALE",NA,NA,"10/1/16",250,260,250,260,"VIRGINIA",NA,"xlge",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"59","BALTIMORE",NA,"24 inch bins","FAIRYTALE",NA,NA,"10/8/16",235,260,235,260,"MARYLAND",NA,"xlge",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"60","BALTIMORE",NA,"24 inch bins","FAIRYTALE",NA,NA,"10/8/16",250,260,250,260,"VIRGINIA",NA,"xlge",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"61","BALTIMORE",NA,"24 inch bins","FAIRYTALE",NA,NA,"10/15/16",235,250,235,250,"MARYLAND",NA,"xlge",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"62","BALTIMORE",NA,"24 inch bins","FAIRYTALE",NA,NA,"10/22/16",230,240,230,240,"MARYLAND",NA,"xlge",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"63","BALTIMORE",NA,"24 inch bins","FAIRYTALE",NA,NA,"10/29/16",220,240,220,230,"MARYLAND",NA,"xlge",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"64","BALTIMORE",NA,"24 inch bins","FAIRYTALE",NA,NA,"10/29/16",230,230,230,230,"VIRGINIA",NA,"xlge",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"65","BALTIMORE",NA,"24 inch bins","FAIRYTALE",NA,NA,"11/5/16",200,230,200,230,"MARYLAND",NA,"xlge",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"66","BALTIMORE",NA,"24 inch bins","FAIRYTALE",NA,NA,"11/5/16",200,230,200,230,"VIRGINIA",NA,"xlge",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"67","BALTIMORE",NA,"24 inch bins","FAIRYTALE",NA,NA,"11/12/16",200,200,200,200,"MARYLAND",NA,"xlge",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"68","BALTIMORE",NA,"24 inch bins","FAIRYTALE",NA,NA,"11/19/16",200,200,200,200,"MARYLAND",NA,"xlge",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"69","BALTIMORE",NA,"24 inch bins","FAIRYTALE",NA,NA,"11/19/16",200,230,200,230,"VIRGINIA",NA,"xlge",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"70","BALTIMORE",NA,"24 inch bins","FAIRYTALE",NA,NA,"11/26/16",210,210,210,210,"VIRGINIA",NA,"xlge",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"71","BALTIMORE",NA,"1 1/9 bushel cartons","PIE TYPE",NA,NA,"9/24/16",15,15,15,15,"DELAWARE",NA,"med","ORANGE",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"72","BALTIMORE",NA,"1 1/9 bushel cartons","PIE TYPE",NA,NA,"9/24/16",18,18,18,18,"DELAWARE",NA,"sml","ORANGE",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"73","BALTIMORE",NA,"1 1/9 bushel cartons","PIE TYPE",NA,NA,"10/1/16",18,18,18,18,"DELAWARE",NA,"sml","ORANGE",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"74","BALTIMORE",NA,"1 1/9 bushel cartons","PIE TYPE",NA,NA,"10/1/16",17,17,17,17,"OHIO",NA,"med","ORANGE",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"75","BALTIMORE",NA,"1 1/9 bushel cartons","PIE TYPE",NA,NA,"10/8/16",15,15,15,15,"DELAWARE",NA,NA,"ORANGE",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"76","BALTIMORE",NA,"1 1/9 bushel cartons","PIE TYPE",NA,NA,"10/8/16",18,18,18,18,"DELAWARE",NA,"sml","ORANGE",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"77","BALTIMORE",NA,"1 1/9 bushel cartons","PIE TYPE",NA,NA,"10/8/16",17,17,17,17,"OHIO",NA,"med","ORANGE",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"78","BALTIMORE",NA,"1 1/9 bushel cartons","PIE TYPE",NA,NA,"10/8/16",17,18.5,17,18.5,"PENNSYLVANIA",NA,NA,"ORANGE",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"79","BALTIMORE",NA,"1 1/9 bushel cartons","PIE TYPE",NA,NA,"10/15/16",15,15,15,15,"DELAWARE",NA,NA,"ORANGE",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"80","BALTIMORE",NA,"1 1/9 bushel cartons","PIE TYPE",NA,NA,"10/15/16",17,17,17,17,"OHIO",NA,"med","ORANGE",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"81","BALTIMORE",NA,"1 1/9 bushel cartons","PIE TYPE",NA,NA,"10/15/16",17,18.5,17,18.5,"PENNSYLVANIA",NA,NA,"ORANGE",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"82","BALTIMORE",NA,"1 1/9 bushel cartons","PIE TYPE",NA,NA,"10/22/16",15,15,15,15,"DELAWARE",NA,NA,"ORANGE",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"83","BALTIMORE",NA,"1 1/9 bushel cartons","PIE TYPE",NA,NA,"10/22/16",17,17,17,17,"OHIO",NA,"med","ORANGE",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"84","BALTIMORE",NA,"1 1/9 bushel cartons","PIE TYPE",NA,NA,"10/22/16",17,18.5,17,18.5,"PENNSYLVANIA",NA,NA,"ORANGE",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"85","BALTIMORE",NA,"1 1/9 bushel cartons","PIE TYPE",NA,NA,"10/29/16",15,15,15,15,"DELAWARE",NA,NA,"ORANGE",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"86","BALTIMORE",NA,"1 1/9 bushel cartons","PIE TYPE",NA,NA,"10/29/16",16,17,16,17,"OHIO",NA,"med","ORANGE",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"87","BALTIMORE",NA,"1 1/9 bushel cartons","PIE TYPE",NA,NA,"10/29/16",16,18,16,18,"PENNSYLVANIA",NA,NA,"ORANGE",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"88","BALTIMORE",NA,"1 1/9 bushel cartons","PIE TYPE",NA,NA,"9/16/17",18,18,18,18,"MARYLAND",NA,"med","ORANGE",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"89","BALTIMORE",NA,"1 1/9 bushel cartons","PIE TYPE",NA,NA,"9/23/17",16,16,16,16,"DELAWARE",NA,"med","ORANGE",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"90","BALTIMORE",NA,"1 1/9 bushel cartons","PIE TYPE",NA,NA,"9/23/17",18,18,18,18,"MARYLAND",NA,"med","ORANGE",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"91","BALTIMORE",NA,"1 1/9 bushel cartons","PIE TYPE",NA,NA,"9/23/17",16,16,16,16,"PENNSYLVANIA",NA,"med","ORANGE",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"92","BALTIMORE",NA,"1 1/9 bushel cartons","PIE TYPE",NA,NA,"9/30/17",16,16,16,16,"DELAWARE",NA,"med","ORANGE",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"93","BALTIMORE",NA,"1 1/9 bushel cartons","PIE TYPE",NA,NA,"9/30/17",16,16,16,16,"PENNSYLVANIA",NA,"med","ORANGE",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"94","BALTIMORE",NA,"24 inch bins","PIE TYPE",NA,NA,"9/24/16",160,160,160,160,"VIRGINIA",NA,"sml","ORANGE",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"95","BALTIMORE",NA,"24 inch bins","PIE TYPE",NA,NA,"9/23/17",200,200,200,200,"MARYLAND",NA,"sml","ORANGE",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"96","BALTIMORE",NA,"24 inch bins","PIE TYPE",NA,NA,"9/30/17",190,200,190,200,"MARYLAND",NA,"sml","ORANGE",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"97","BALTIMORE",NA,"24 inch bins","BIG MACK TYPE",NA,NA,"9/24/16",50,60,50,60,"MARYLAND",NA,NA,"WHITE",NA,"EACH",NA,NA,NA,NA,NA,"N",NA,NA,NA
"98","BALTIMORE",NA,"24 inch bins","BIG MACK TYPE",NA,NA,"9/24/16",50,60,50,60,"MARYLAND",NA,NA,"WHITE",NA,"EACH",NA,NA,NA,NA,NA,"N",NA,NA,NA
"99","BALTIMORE",NA,"24 inch bins","BIG MACK TYPE",NA,NA,"9/24/16",50,60,50,60,"VIRGINIA",NA,NA,"WHITE",NA,"EACH",NA,NA,NA,NA,NA,"N",NA,NA,NA
"100","BALTIMORE",NA,"24 inch bins","BIG MACK TYPE",NA,NA,"10/1/16",50,60,50,60,"MARYLAND",NA,NA,"WHITE",NA,"EACH",NA,NA,NA,NA,NA,"N",NA,NA,NA
"101","BALTIMORE",NA,"24 inch bins","BIG MACK TYPE",NA,NA,"10/1/16",50,60,50,60,"MARYLAND",NA,NA,"WHITE",NA,"EACH",NA,NA,NA,NA,NA,"N",NA,NA,NA
"102","BALTIMORE",NA,"24 inch bins","BIG MACK TYPE",NA,NA,"10/1/16",50,60,50,60,"VIRGINIA",NA,NA,"WHITE",NA,"EACH",NA,NA,NA,NA,NA,"N",NA,NA,NA
"103","BALTIMORE",NA,"24 inch bins","BIG MACK TYPE",NA,NA,"10/8/16",50,60,50,60,"MARYLAND",NA,NA,"WHITE",NA,"EACH",NA,NA,NA,NA,NA,"N",NA,NA,NA
"104","BALTIMORE",NA,"24 inch bins","BIG MACK TYPE",NA,NA,"10/8/16",50,60,50,60,"MARYLAND",NA,NA,"WHITE",NA,"EACH",NA,NA,NA,NA,NA,"N",NA,NA,NA
"105","BALTIMORE",NA,"24 inch bins","BIG MACK TYPE",NA,NA,"10/8/16",50,60,50,60,"MARYLAND",NA,"jbo","WHITE",NA,"EACH",NA,NA,NA,NA,NA,"N",NA,NA,NA
"106","BALTIMORE",NA,"24 inch bins","BIG MACK TYPE",NA,NA,"10/8/16",40,60,40,60,"MARYLAND",NA,"lge","WHITE",NA,"EACH",NA,NA,NA,NA,NA,"N",NA,NA,NA
"107","BALTIMORE",NA,"24 inch bins","BIG MACK TYPE",NA,NA,"10/8/16",40,60,40,60,"MARYLAND",NA,"med","WHITE",NA,"EACH",NA,NA,NA,NA,NA,"N",NA,NA,NA
"108","BALTIMORE",NA,"24 inch bins","BIG MACK TYPE",NA,NA,"10/8/16",50,60,50,60,"VIRGINIA",NA,NA,"WHITE",NA,"EACH",NA,NA,NA,NA,NA,"N",NA,NA,NA
"109","BALTIMORE",NA,"24 inch bins","BIG MACK TYPE",NA,NA,"10/8/16",50,60,50,60,"VIRGINIA",NA,"jbo","WHITE",NA,"EACH",NA,NA,NA,NA,NA,"N",NA,NA,NA
"110","BALTIMORE",NA,"24 inch bins","BIG MACK TYPE",NA,NA,"10/15/16",50,60,50,60,"MARYLAND",NA,"jbo","WHITE",NA,"EACH",NA,NA,NA,NA,NA,"N",NA,NA,NA
"111","BALTIMORE",NA,"24 inch bins","BIG MACK TYPE",NA,NA,"10/15/16",40,60,40,60,"MARYLAND",NA,"lge","WHITE",NA,"EACH",NA,NA,NA,NA,NA,"N",NA,NA,NA
"112","BALTIMORE",NA,"24 inch bins","BIG MACK TYPE",NA,NA,"10/15/16",40,60,40,60,"MARYLAND",NA,"med","WHITE",NA,"EACH",NA,NA,NA,NA,NA,"N",NA,NA,NA
"113","BALTIMORE",NA,"24 inch bins","BIG MACK TYPE",NA,NA,"10/15/16",50,60,50,60,"VIRGINIA",NA,"jbo","WHITE",NA,"EACH",NA,NA,NA,NA,NA,"N",NA,NA,NA
"114","BALTIMORE",NA,"24 inch bins","BIG MACK TYPE",NA,NA,"10/22/16",50,60,50,60,"MARYLAND",NA,"jbo","WHITE",NA,"EACH",NA,NA,NA,NA,NA,"N",NA,NA,NA
"115","BALTIMORE",NA,"24 inch bins","BIG MACK TYPE",NA,NA,"10/22/16",40,60,40,60,"MARYLAND",NA,"lge","WHITE",NA,"EACH",NA,NA,NA,NA,NA,"N",NA,NA,NA
"116","BALTIMORE",NA,"24 inch bins","BIG MACK TYPE",NA,NA,"10/22/16",50,60,50,60,"VIRGINIA",NA,"jbo","WHITE",NA,"EACH",NA,NA,NA,NA,NA,"N",NA,NA,NA
"117","BALTIMORE",NA,"24 inch bins","BIG MACK TYPE",NA,NA,"10/29/16",50,60,50,60,"MARYLAND",NA,"jbo","WHITE",NA,"EACH",NA,NA,NA,NA,NA,"N",NA,NA,NA
"118","BALTIMORE",NA,"24 inch bins","BIG MACK TYPE",NA,NA,"10/29/16",50,60,50,60,"VIRGINIA",NA,"jbo","WHITE",NA,"EACH",NA,NA,NA,NA,NA,"N",NA,NA,NA
"119","BALTIMORE",NA,"24 inch bins","BIG MACK TYPE",NA,NA,"9/23/17",50,50,50,50,"MARYLAND",NA,"jbo","WHITE",NA,"EACH",NA,NA,NA,NA,NA,"N",NA,NA,NA
"120","BALTIMORE",NA,"24 inch bins","BIG MACK TYPE",NA,NA,"9/30/17",50,50,50,50,"MARYLAND",NA,"jbo","WHITE",NA,"EACH",NA,NA,NA,NA,NA,"N",NA,NA,NA
"121","BALTIMORE",NA,"24 inch bins","MIXED HEIRLOOM VARIETIES",NA,NA,"9/16/17",160,240,160,240,"MARYLAND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"122","BALTIMORE",NA,"24 inch bins","MIXED HEIRLOOM VARIETIES",NA,NA,"9/23/17",240,240,240,240,"MARYLAND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"123","BALTIMORE",NA,"24 inch bins","MIXED HEIRLOOM VARIETIES",NA,NA,"9/30/17",240,240,240,240,"MARYLAND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"124","BALTIMORE",NA,"1/2 bushel cartons","MINIATURE","FLAT TYPE",NA,"9/24/16",18,18,18,18,"MARYLAND",NA,"sml","WHITE",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"125","BALTIMORE",NA,"1/2 bushel cartons","MINIATURE","FLAT TYPE",NA,"9/24/16",15,15,15,15,"MARYLAND",NA,"sml","WHITE",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"126","BALTIMORE",NA,"1/2 bushel cartons","MINIATURE","FLAT TYPE",NA,"10/1/16",18,18,18,18,"MARYLAND",NA,"sml","WHITE",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
"127","BALTIMORE",NA,"1/2 bushel cartons","MINIATURE","FLAT TYPE",NA,"10/1/16",15,15,15,15,"MARYLAND",NA,"sml","WHITE",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA
